#---it--------t----------dt-------rhomax--------rhom----------urms-----umax-----ruy2m------jmax------jrms------brms------amax-----Azmid_max-----Azmid_ymax-------azpt----------azp2-----
 515000     5.48944    1.066E-05  0.0055  1.001561937378796  0.02557  0.27280  0.000345 2.999E+02 1.424E+01 4.763E-01 1.581E-01  4.152641E-02  1.581262E-01  5.454440E-04  5.454440E-04
 520000     5.54273    1.066E-05  0.0055  1.001561943475270  0.02526  0.27260  0.000343 2.997E+02 1.421E+01 4.756E-01 1.581E-01  4.192610E-02  1.581167E-01  5.454191E-04  5.454191E-04
 525000     5.59603    1.066E-05  0.0055  1.001561939484414  0.02493  0.27235  0.000341 2.995E+02 1.419E+01 4.748E-01 1.581E-01  4.232551E-02  1.581071E-01  5.453737E-04  5.453737E-04
 530000     5.64933    1.066E-05  0.0055  1.001561943059617  0.02460  0.27204  0.000339 2.993E+02 1.417E+01 4.741E-01 1.581E-01  4.272471E-02  1.580976E-01  5.453150E-04  5.453150E-04
 535000     5.70263    1.066E-05  0.0055  1.001561941067009  0.02426  0.27160  0.000337 2.991E+02 1.415E+01 4.734E-01 1.581E-01  4.312363E-02  1.580880E-01  5.452168E-04  5.452168E-04
 540000     5.75593    1.066E-05  0.0055  1.001561940903984  0.02392  0.27122  0.000335 2.988E+02 1.413E+01 4.726E-01 1.581E-01  4.352218E-02  1.580785E-01  5.450912E-04  5.450912E-04
 545000     5.80923    1.066E-05  0.0055  1.001561942879373  0.02359  0.27063  0.000332 2.986E+02 1.410E+01 4.719E-01 1.581E-01  4.392048E-02  1.580690E-01  5.449278E-04  5.449278E-04
 550000     5.86253    1.066E-05  0.0055  1.001561942175170  0.02326  0.27019  0.000329 2.983E+02 1.408E+01 4.712E-01 1.581E-01  4.431847E-02  1.580595E-01  5.447091E-04  5.447091E-04
 555000     5.91583    1.066E-05  0.0055  1.001561944951966  0.02294  0.26948  0.000326 2.980E+02 1.405E+01 4.705E-01 1.580E-01  4.471608E-02  1.580499E-01  5.444589E-04  5.444589E-04
 560000     5.96914    1.066E-05  0.0055  1.001561945099716  0.02264  0.26887  0.000322 2.977E+02 1.403E+01 4.698E-01 1.580E-01  4.511323E-02  1.580404E-01  5.441486E-04  5.441486E-04
